Ano,NomeDistrito,CodNomeDistrito,Sigla,Votos,PVotos
1991,Aveiro,AVEIRO,PPD/PSD,217615,58.6
1991,Aveiro,AVEIRO,PS,103308,27.8
1991,Aveiro,AVEIRO,CDS,22624,6.1
1991,Aveiro,AVEIRO,PCP/PEV,10427,2.8
1991,Aveiro,AVEIRO,PSN,4628,1.3
1991,Aveiro,AVEIRO,PSR,2148,0.6
1991,Aveiro,AVEIRO,PCTP/MRPP,1646,0.4
1991,Aveiro,AVEIRO,PPM,1409,0.4
1991,Aveiro,AVEIRO,PRD,1133,0.3
1991,Aveiro,AVEIRO,FER,462,0.1
1991,Beja,BEJA,PCP/PEV,29429,30.4
1991,Beja,BEJA,PPD/PSD,28308,29.3
1991,Beja,BEJA,PS,27470,28.4
1991,Beja,BEJA,PSR,2314,2.4
1991,Beja,BEJA,CDS,2245,2.3
1991,Beja,BEJA,PCTP/MRPP,1828,1.9
1991,Beja,BEJA,PSN,990,1
1991,Beja,BEJA,PRD,790,0.8
1991,Beja,BEJA,PPM,366,0.4
1991,Beja,BEJA,PDA,216,0.2
1991,Braga,BRAGA,PPD/PSD,227580,53.6
1991,Braga,BRAGA,PS,133607,31.5
1991,Braga,BRAGA,CDS,23715,5.6
1991,Braga,BRAGA,PCP/PEV,19327,4.6
1991,Braga,BRAGA,PSR,3441,0.8
1991,Braga,BRAGA,PCTP/MRPP,3291,0.8
1991,Braga,BRAGA,PSN,3241,0.8
1991,Braga,BRAGA,PRD,1686,0.4
1991,Braga,BRAGA,PDA,1311,0.3
1991,Braga,BRAGA,PPM,1329,0.3
1991,Bragança,BRAGANÃ‡A,PPD/PSD,52608,57.9
1991,Bragança,BRAGANÃ‡A,PS,23300,25.7
1991,Bragança,BRAGANÃ‡A,CDS,7452,8.2
1991,Bragança,BRAGANÃ‡A,PCP/PEV,1888,2.1
1991,Bragança,BRAGANÃ‡A,PSN,1392,1.5
1991,Bragança,BRAGANÃ‡A,PRD,539,0.6
1991,Bragança,BRAGANÃ‡A,PCTP/MRPP,528,0.6
1991,Bragança,BRAGANÃ‡A,PPM,430,0.5
1991,Bragança,BRAGANÃ‡A,PSR,424,0.5
1991,Castelo Branco,CASTELO BRANCO,PPD/PSD,69867,51.8
1991,Castelo Branco,CASTELO BRANCO,PS,43777,32.4
1991,Castelo Branco,CASTELO BRANCO,PCP/PEV,6150,4.6
1991,Castelo Branco,CASTELO BRANCO,CDS,5269,3.9
1991,Castelo Branco,CASTELO BRANCO,PSN,3121,2.3
1991,Castelo Branco,CASTELO BRANCO,PRD,1250,0.9
1991,Castelo Branco,CASTELO BRANCO,PCTP/MRPP,1008,0.8
1991,Castelo Branco,CASTELO BRANCO,PSR,903,0.7
1991,Castelo Branco,CASTELO BRANCO,PPM,672,0.5
1991,Coimbra,COIMBRA,PPD/PSD,123176,49.9
1991,Coimbra,COIMBRA,PS,84879,34.4
1991,Coimbra,COIMBRA,PCP/PEV,12419,5
1991,Coimbra,COIMBRA,CDS,8715,3.5
1991,Coimbra,COIMBRA,PSN,4113,1.7
1991,Coimbra,COIMBRA,PSR,2315,0.9
1991,Coimbra,COIMBRA,PCTP/MRPP,1553,0.6
1991,Coimbra,COIMBRA,PRD,1325,0.5
1991,Coimbra,COIMBRA,PPM,1104,0.4
1991,Coimbra,COIMBRA,FER,1041,0.4
1991,Coimbra,COIMBRA,PDA,457,0.2
1991,Évora,Ã‰VORA,PPD/PSD,36603,35
1991,Évora,Ã‰VORA,PCP/PEV,28315,27.1
1991,Évora,Ã‰VORA,PS,27121,25.9
1991,Évora,Ã‰VORA,CDS,2953,2.8
1991,Évora,Ã‰VORA,PCTP/MRPP,2029,1.9
1991,Évora,Ã‰VORA,PSR,2019,1.9
1991,Évora,Ã‰VORA,PSN,1415,1.4
1991,Évora,Ã‰VORA,PRD,825,0.8
1991,Évora,Ã‰VORA,PPM,608,0.6
1991,Évora,Ã‰VORA,PDA,554,0.5
1991,Faro,FARO,PPD/PSD,98867,50.8
1991,Faro,FARO,PS,60770,31.2
1991,Faro,FARO,PCP/PEV,13979,7.2
1991,Faro,FARO,CDS,5435,2.8
1991,Faro,FARO,PSN,4298,2.2
1991,Faro,FARO,PSR,2268,1.2
1991,Faro,FARO,PRD,1911,1
1991,Faro,FARO,PCTP/MRPP,1637,0.8
1991,Faro,FARO,PPM,1079,0.6
1991,Guarda,GUARDA,PPD/PSD,66306,58.6
1991,Guarda,GUARDA,PS,30288,26.8
1991,Guarda,GUARDA,CDS,6676,5.9
1991,Guarda,GUARDA,PCP/PEV,2545,2.3
1991,Guarda,GUARDA,PSN,1487,1.3
1991,Guarda,GUARDA,PSR,1091,1
1991,Guarda,GUARDA,PRD,886,0.8
1991,Guarda,GUARDA,PCTP/MRPP,662,0.6
1991,Guarda,GUARDA,PPM,387,0.3
1991,Guarda,GUARDA,PDA,322,0.3
1991,Leiria,LEIRIA,PPD/PSD,147279,61.2
1991,Leiria,LEIRIA,PS,55442,23
1991,Leiria,LEIRIA,CDS,11527,4.8
1991,Leiria,LEIRIA,PCP/PEV,10742,4.5
1991,Leiria,LEIRIA,PSN,3467,1.4
1991,Leiria,LEIRIA,PSR,1841,0.8
1991,Leiria,LEIRIA,PRD,1478,0.6
1991,Leiria,LEIRIA,PCTP/MRPP,1217,0.5
1991,Leiria,LEIRIA,PPM,877,0.4
1991,Leiria,LEIRIA,PDA,578,0.2
1991,Lisboa,LISBOA,PPD/PSD,556881,45.3
1991,Lisboa,LISBOA,PS,365112,29.7
1991,Lisboa,LISBOA,PCP/PEV,149315,12.1
1991,Lisboa,LISBOA,CDS,49194,4
1991,Lisboa,LISBOA,PSN,32142,2.6
1991,Lisboa,LISBOA,PSR,22088,1.8
1991,Lisboa,LISBOA,PCTP/MRPP,13300,1.1
1991,Lisboa,LISBOA,PRD,7427,0.6
1991,Lisboa,LISBOA,PPM,6678,0.5
1991,Lisboa,LISBOA,FER,2282,0.2
1991,Lisboa,LISBOA,PDA,2306,0.2
1991,Madeira,MADEIRA,PPD/PSD,78069,62.4
1991,Madeira,MADEIRA,PS,25190,20.1
1991,Madeira,MADEIRA,CDS,7602,6.1
1991,Madeira,MADEIRA,UDP,5783,4.6
1991,Madeira,MADEIRA,PSN,2315,1.9
1991,Madeira,MADEIRA,PCP/PEV,1187,0.9
1991,Madeira,MADEIRA,PRD,600,0.5
1991,Madeira,MADEIRA,PDA,519,0.4
1991,Madeira,MADEIRA,PSR,493,0.4
1991,Madeira,MADEIRA,PPM,425,0.3
1991,Madeira,MADEIRA,PCTP/MRPP,384,0.3
1991,Portalegre,PORTALEGRE,PPD/PSD,32490,38.9
1991,Portalegre,PORTALEGRE,PS,27978,33.5
1991,Portalegre,PORTALEGRE,PCP/PEV,12664,15.2
1991,Portalegre,PORTALEGRE,CDS,2734,3.3
1991,Portalegre,PORTALEGRE,PSN,1512,1.8
1991,Portalegre,PORTALEGRE,PCTP/MRPP,1446,1.7
1991,Portalegre,PORTALEGRE,PSR,1431,1.7
1991,Portalegre,PORTALEGRE,PRD,869,1
1991,Portalegre,PORTALEGRE,PPM,458,0.6
1991,Porto,PORTO,PPD/PSD,489247,51.3
1991,Porto,PORTO,PS,313893,32.9
1991,Porto,PORTO,PCP/PEV,60666,6.4
1991,Porto,PORTO,CDS,38882,4.1
1991,Porto,PORTO,PSN,10446,1.1
1991,Porto,PORTO,PSR,6724,0.7
1991,Porto,PORTO,PCTP/MRPP,6268,0.7
1991,Porto,PORTO,PRD,4437,0.5
1991,Porto,PORTO,PPM,3433,0.4
1991,Porto,PORTO,FER,1906,0.2
1991,Porto,PORTO,PDA,1821,0.2
1991,Portugal,PORTUGAL,PPD/PSD,2902351,50.6
1991,Portugal,PORTUGAL,PS,1670758,29.1
1991,Portugal,PORTUGAL,PCP/PEV,504583,8.8
1991,Portugal,PORTUGAL,CDS,254317,4.4
1991,Portugal,PORTUGAL,PSN,96096,1.7
1991,Portugal,PORTUGAL,PSR,64159,1.1
1991,Portugal,PORTUGAL,PCTP/MRPP,48542,0.9
1991,Portugal,PORTUGAL,PRD,35077,0.6
1991,Portugal,PORTUGAL,PPM,25216,0.4
1991,Portugal,PORTUGAL,PDA,10842,0.2
1991,Portugal,PORTUGAL,FER,6661,0.1
1991,Portugal,PORTUGAL,UDP,6157,0.1
1991,Santarém,SANTARÃ‰M,PPD/PSD,130555,49.1
1991,Santarém,SANTARÃ‰M,PS,78232,29.4
1991,Santarém,SANTARÃ‰M,PCP/PEV,25922,9.8
1991,Santarém,SANTARÃ‰M,CDS,8823,3.3
1991,Santarém,SANTARÃ‰M,PSN,5755,2.2
1991,Santarém,SANTARÃ‰M,PSR,3456,1.3
1991,Santarém,SANTARÃ‰M,PRD,2628,1
1991,Santarém,SANTARÃ‰M,PCTP/MRPP,2286,0.9
1991,Santarém,SANTARÃ‰M,PPM,1197,0.4
1991,Santarém,SANTARÃ‰M,PDA,1051,0.4
1991,Setúbal,SETÃšBAL,PPD/PSD,140281,34.7
1991,Setúbal,SETÃšBAL,PS,114867,28.4
1991,Setúbal,SETÃšBAL,PCP/PEV,100784,24.9
1991,Setúbal,SETÃšBAL,CDS,10903,2.7
1991,Setúbal,SETÃšBAL,PSN,9594,2.4
1991,Setúbal,SETÃšBAL,PSR,7406,1.8
1991,Setúbal,SETÃšBAL,PCTP/MRPP,6368,1.6
1991,Setúbal,SETÃšBAL,PRD,3772,0.9
1991,Setúbal,SETÃšBAL,PPM,1724,0.4
1991,Setúbal,SETÃšBAL,FER,951,0.2
1991,Viana Do Castelo,VIANA DO CASTELO,PPD/PSD,79408,56.8
1991,Viana Do Castelo,VIANA DO CASTELO,PS,35212,25.2
1991,Viana Do Castelo,VIANA DO CASTELO,CDS,10081,7.2
1991,Viana Do Castelo,VIANA DO CASTELO,PCP/PEV,6923,5
1991,Viana Do Castelo,VIANA DO CASTELO,PSN,1700,1.2
1991,Viana Do Castelo,VIANA DO CASTELO,PRD,1500,1.1
1991,Viana Do Castelo,VIANA DO CASTELO,PCTP/MRPP,913,0.6
1991,Viana Do Castelo,VIANA DO CASTELO,PSR,766,0.6
1991,Viana Do Castelo,VIANA DO CASTELO,PPM,723,0.5
1991,Vila Real,VILA REAL,PPD/PSD,79190,60.6
1991,Vila Real,VILA REAL,PS,34051,26
1991,Vila Real,VILA REAL,CDS,6692,5.1
1991,Vila Real,VILA REAL,PCP/PEV,3377,2.6
1991,Vila Real,VILA REAL,PSN,1560,1.2
1991,Vila Real,VILA REAL,PSR,1064,0.8
1991,Vila Real,VILA REAL,PPM,766,0.6
1991,Vila Real,VILA REAL,PCTP/MRPP,606,0.5
1991,Vila Real,VILA REAL,PRD,522,0.4
1991,Viseu,VISEU,PPD/PSD,140582,64.3
1991,Viseu,VISEU,PS,42289,19.4
1991,Viseu,VISEU,CDS,13697,6.3
1991,Viseu,VISEU,PCP/PEV,4499,2.1
1991,Viseu,VISEU,PSN,2920,1.3
1991,Viseu,VISEU,PSR,1345,0.6
1991,Viseu,VISEU,PPM,1043,0.5
1991,Viseu,VISEU,PRD,843,0.4
1991,Viseu,VISEU,PCTP/MRPP,801,0.4
1995,Aveiro,AVEIRO,PPD/PSD,158152,41.2
1995,Aveiro,AVEIRO,PS,154396,40.2
1995,Aveiro,AVEIRO,CDS/PP,48383,12.6
1995,Aveiro,AVEIRO,PCP/PEV,10522,2.7
1995,Aveiro,AVEIRO,PCTP/MRPP,1440,0.4
1995,Aveiro,AVEIRO,PSR,1385,0.4
1995,Aveiro,AVEIRO,UDP,1124,0.3
1995,Aveiro,AVEIRO,PSN,851,0.2
1995,Aveiro,AVEIRO,PPM/MPT,610,0.2
1995,Aveiro,AVEIRO,PG,459,0.1
1995,Beja,BEJA,PS,44168,45.8
1995,Beja,BEJA,PCP/PEV,28178,29.2
1995,Beja,BEJA,PPD/PSD,15125,15.7
1995,Beja,BEJA,CDS/PP,3495,3.6
1995,Beja,BEJA,PCTP/MRPP,2173,2.3
1995,Beja,BEJA,UDP,992,1
1995,Beja,BEJA,PSR,570,0.6
1995,Braga,BRAGA,PS,194375,42.9
1995,Braga,BRAGA,PPD/PSD,173041,38.2
1995,Braga,BRAGA,CDS/PP,48430,10.7
1995,Braga,BRAGA,PCP/PEV,20584,4.5
1995,Braga,BRAGA,UDP,2216,0.5
1995,Braga,BRAGA,PCTP/MRPP,2118,0.5
1995,Braga,BRAGA,PSR,1776,0.4
1995,Braga,BRAGA,PSN,1525,0.3
1995,Braga,BRAGA,PG,1141,0.3
1995,Bragança,BRAGANÃ‡A,PPD/PSD,40581,44.8
1995,Bragança,BRAGANÃ‡A,PS,36532,40.3
1995,Bragança,BRAGANÃ‡A,CDS/PP,8493,9.4
1995,Bragança,BRAGANÃ‡A,PCP/PEV,1746,1.9
1995,Bragança,BRAGANÃ‡A,PSR,490,0.5
1995,Bragança,BRAGANÃ‡A,PCTP/MRPP,400,0.4
1995,Bragança,BRAGANÃ‡A,UDP,389,0.4
1995,Castelo Branco,CASTELO BRANCO,PS,72760,53.2
1995,Castelo Branco,CASTELO BRANCO,PPD/PSD,43962,32.1
1995,Castelo Branco,CASTELO BRANCO,CDS/PP,9863,7.2
1995,Castelo Branco,CASTELO BRANCO,PCP/PEV,4771,3.5
1995,Castelo Branco,CASTELO BRANCO,UDP,792,0.6
1995,Castelo Branco,CASTELO BRANCO,PCTP/MRPP,669,0.5
1995,Castelo Branco,CASTELO BRANCO,PSR,622,0.4
1995,Castelo Branco,CASTELO BRANCO,PPM/MPT,501,0.4
1995,Coimbra,COIMBRA,PS,125166,49.1
1995,Coimbra,COIMBRA,PPD/PSD,87817,34.5
1995,Coimbra,COIMBRA,CDS/PP,17976,7.1
1995,Coimbra,COIMBRA,PCP/PEV,12947,5.1
1995,Coimbra,COIMBRA,PCTP/MRPP,1575,0.6
1995,Coimbra,COIMBRA,PSR,1490,0.6
1995,Coimbra,COIMBRA,UDP,1249,0.5
1995,Coimbra,COIMBRA,PSN,615,0.2
1995,Évora,Ã‰VORA,PS,44488,42.6
1995,Évora,Ã‰VORA,PCP/PEV,28106,26.9
1995,Évora,Ã‰VORA,PPD/PSD,21091,20.2
1995,Évora,Ã‰VORA,CDS/PP,5453,5.2
1995,Évora,Ã‰VORA,PCTP/MRPP,2000,1.9
1995,Évora,Ã‰VORA,UDP,789,0.8
1995,Évora,Ã‰VORA,PSR,470,0.4
1995,Évora,Ã‰VORA,PPM/MPT,367,0.3
1995,Faro,FARO,PS,98323,49.6
1995,Faro,FARO,PPD/PSD,57929,29.2
1995,Faro,FARO,CDS/PP,16497,8.3
1995,Faro,FARO,PCP/PEV,15487,7.8
1995,Faro,FARO,PCTP/MRPP,1727,0.9
1995,Faro,FARO,UDP,1292,0.6
1995,Faro,FARO,PSR,1130,0.6
1995,Faro,FARO,MPT,813,0.4
1995,Faro,FARO,PSN,786,0.4
1995,Guarda,GUARDA,PS,49498,43.7
1995,Guarda,GUARDA,PPD/PSD,45285,39.9
1995,Guarda,GUARDA,CDS/PP,11265,9.9
1995,Guarda,GUARDA,PCP/PEV,2602,2.3
1995,Guarda,GUARDA,UDP,582,0.5
1995,Guarda,GUARDA,PSR,534,0.5
1995,Guarda,GUARDA,PSN,485,0.4
1995,Guarda,GUARDA,PCTP/MRPP,479,0.4
1995,Leiria,LEIRIA,PPD/PSD,105969,43.3
1995,Leiria,LEIRIA,PS,89771,36.7
1995,Leiria,LEIRIA,CDS/PP,27863,11.4
1995,Leiria,LEIRIA,PCP/PEV,11087,4.5
1995,Leiria,LEIRIA,PCTP/MRPP,1451,0.6
1995,Leiria,LEIRIA,PSR,1186,0.5
1995,Leiria,LEIRIA,UDP,1126,0.5
1995,Leiria,LEIRIA,MUT,651,0.3
1995,Lisboa,LISBOA,PS,559551,44.3
1995,Lisboa,LISBOA,PPD/PSD,365857,29
1995,Lisboa,LISBOA,PCP/PEV,151351,12
1995,Lisboa,LISBOA,CDS/PP,118547,9.4
1995,Lisboa,LISBOA,PSR,16857,1.3
1995,Lisboa,LISBOA,PCTP/MRPP,9113,0.7
1995,Lisboa,LISBOA,UDP,8095,0.6
1995,Lisboa,LISBOA,MPT,5506,0.4
1995,Lisboa,LISBOA,PG,2481,0.2
1995,Lisboa,LISBOA,PSN,1929,0.2
1995,Lisboa,LISBOA,PDA,1211,0.1
1995,Lisboa,LISBOA,MUT,1011,0.1
1995,Madeira,MADEIRA,PPD/PSD,61196,46.1
1995,Madeira,MADEIRA,PS,43622,32.9
1995,Madeira,MADEIRA,CDS/PP,17157,12.9
1995,Madeira,MADEIRA,UDP,3654,2.8
1995,Madeira,MADEIRA,PCP/PEV,1737,1.3
1995,Madeira,MADEIRA,PSN,873,0.7
1995,Madeira,MADEIRA,PSR,453,0.3
1995,Madeira,MADEIRA,PCTP/MRPP,426,0.3
1995,Madeira,MADEIRA,MPT,346,0.3
1995,Madeira,MADEIRA,PDA,327,0.3
1995,Portalegre,PORTALEGRE,PS,41499,50.5
1995,Portalegre,PORTALEGRE,PPD/PSD,19272,23.4
1995,Portalegre,PORTALEGRE,PCP/PEV,11482,14
1995,Portalegre,PORTALEGRE,CDS/PP,5182,6.3
1995,Portalegre,PORTALEGRE,PCTP/MRPP,1542,1.9
1995,Portalegre,PORTALEGRE,UDP,670,0.8
1995,Portalegre,PORTALEGRE,PSN,359,0.4
1995,Portalegre,PORTALEGRE,PSR,340,0.4
1995,Portalegre,PORTALEGRE,MPT,271,0.3
1995,Porto,PORTO,PS,467512,46.7
1995,Porto,PORTO,PPD/PSD,364019,36.4
1995,Porto,PORTO,CDS/PP,77602,7.8
1995,Porto,PORTO,PCP/PEV,60178,6
1995,Porto,PORTO,PSR,3523,0.3
1995,Porto,PORTO,PCTP/MRPP,3220,0.3
1995,Porto,PORTO,UDP,2883,0.3
1995,Porto,PORTO,PSN,2478,0.3
1995,Porto,PORTO,PPM/MPT,2292,0.2
1995,Porto,PORTO,PG,1414,0.1
1995,Porto,PORTO,MUT,377,0
1995,Portugal,PORTUGAL,PS,2583755,43.8
1995,Portugal,PORTUGAL,PPD/PSD,2014589,34.1
1995,Portugal,PORTUGAL,CDS/PP,534470,9.1
1995,Portugal,PORTUGAL,PCP/PEV,506157,8.6
1995,Portugal,PORTUGAL,PCTP/MRPP,41137,0.7
1995,Portugal,PORTUGAL,PSR,37638,0.6
1995,Portugal,PORTUGAL,UDP,33876,0.6
1995,Portugal,PORTUGAL,PSN,12613,0.2
1995,Portugal,PORTUGAL,MPT,8235,0.1
1995,Portugal,PORTUGAL,PG,8279,0.1
1995,Portugal,PORTUGAL,PPM/MPT,5932,0.1
1995,Portugal,PORTUGAL,MUT,2544,0
1995,Portugal,PORTUGAL,PDA,2536,0
1995,Santarém,SANTARÃ‰M,PS,123379,45.8
1995,Santarém,SANTARÃ‰M,PPD/PSD,83580,31
1995,Santarém,SANTARÃ‰M,PCP/PEV,25647,9.5
1995,Santarém,SANTARÃ‰M,CDS/PP,23466,8.7
1995,Santarém,SANTARÃ‰M,PCTP/MRPP,2528,0.9
1995,Santarém,SANTARÃ‰M,UDP,1793,0.7
1995,Santarém,SANTARÃ‰M,PSR,1534,0.6
1995,Santarém,SANTARÃ‰M,MPT,955,0.3
1995,Santarém,SANTARÃ‰M,PSN,938,0.3
1995,Setúbal,SETÃšBAL,PS,194313,44.9
1995,Setúbal,SETÃšBAL,PCP/PEV,102911,23.8
1995,Setúbal,SETÃšBAL,PPD/PSD,79645,18.4
1995,Setúbal,SETÃšBAL,CDS/PP,31261,7.2
1995,Setúbal,SETÃšBAL,PCTP/MRPP,7181,1.7
1995,Setúbal,SETÃšBAL,UDP,3832,0.9
1995,Setúbal,SETÃšBAL,PSR,2650,0.6
1995,Setúbal,SETÃšBAL,PPM/MPT,1666,0.4
1995,Setúbal,SETÃšBAL,PG,1010,0.2
1995,Setúbal,SETÃšBAL,PSN,659,0.2
1995,Setúbal,SETÃšBAL,MUT,396,0.1
1995,Viana Do Castelo,VIANA DO CASTELO,PPD/PSD,61051,42.1
1995,Viana Do Castelo,VIANA DO CASTELO,PS,56234,38.8
1995,Viana Do Castelo,VIANA DO CASTELO,CDS/PP,16328,11.3
1995,Viana Do Castelo,VIANA DO CASTELO,PCP/PEV,6614,4.6
1995,Viana Do Castelo,VIANA DO CASTELO,PCTP/MRPP,753,0.5
1995,Viana Do Castelo,VIANA DO CASTELO,UDP,527,0.4
1995,Viana Do Castelo,VIANA DO CASTELO,PPM/MPT,496,0.3
1995,Viana Do Castelo,VIANA DO CASTELO,PSR,491,0.3
1995,Viana Do Castelo,VIANA DO CASTELO,PG,340,0.2
1995,Vila Real,VILA REAL,PPD/PSD,61290,46
1995,Vila Real,VILA REAL,PS,53259,40
1995,Vila Real,VILA REAL,CDS/PP,10420,7.8
1995,Vila Real,VILA REAL,PCP/PEV,2567,1.9
1995,Vila Real,VILA REAL,PCTP/MRPP,772,0.6
1995,Vila Real,VILA REAL,PSR,683,0.5
1995,Vila Real,VILA REAL,PSN,528,0.4
1995,Vila Real,VILA REAL,PG,519,0.4
