Ano,NomeDistrito,CodNomeDistrito,Sigla,Votos,PVotos
2011,Setúbal,SETÃšBAL,PPD/PSD,105583,25.2
2011,Setúbal,SETÃšBAL,PCP-PEV,82159,19.6
2011,Setúbal,SETÃšBAL,CDS-PP,50861,12.1
2011,Setúbal,SETÃšBAL,B.E.,29667,7.1
2011,Setúbal,SETÃšBAL,PAN,6282,1.5
2011,Setúbal,SETÃšBAL,PCPT/MRPP,6043,1.4
2011,Setúbal,SETÃšBAL,MEP,1799,0.4
2011,Setúbal,SETÃšBAL,MPT,1682,0.4
2011,Setúbal,SETÃšBAL,PNR,1595,0.4
2011,Setúbal,SETÃšBAL,PPV,1191,0.3
2011,Setúbal,SETÃšBAL,PTP,1133,0.3
2011,Setúbal,SETÃšBAL,PPM,847,0.2
2011,Setúbal,SETÃšBAL,PND,661,0.2
2011,Setúbal,SETÃšBAL,POUS,308,0.1
2011,Setúbal,SETÃšBAL,PDA,0,0
2011,Setúbal,SETÃšBAL,P.H.,0,0
2011,Viana Do Castelo,VIANA DO CASTELO,PPD/PSD,58826,43.6
2011,Viana Do Castelo,VIANA DO CASTELO,PS,35327,26.2
2011,Viana Do Castelo,VIANA DO CASTELO,CDS-PP,18135,13.4
2011,Viana Do Castelo,VIANA DO CASTELO,PCP-PEV,6648,4.9
2011,Viana Do Castelo,VIANA DO CASTELO,B.E.,5928,4.4
2011,Viana Do Castelo,VIANA DO CASTELO,PCTP/MRPP,1473,1.1
2011,Viana Do Castelo,VIANA DO CASTELO,PAN,926,0.7
2011,Viana Do Castelo,VIANA DO CASTELO,MEP,573,0.4
2011,Viana Do Castelo,VIANA DO CASTELO,MPT,384,0.3
2011,Viana Do Castelo,VIANA DO CASTELO,PPM,331,0.3
2011,Viana Do Castelo,VIANA DO CASTELO,PPV,242,0.2
2011,Viana Do Castelo,VIANA DO CASTELO,PNR,213,0.2
2011,Viana Do Castelo,VIANA DO CASTELO,PDA,200,0.2
2011,Viana Do Castelo,VIANA DO CASTELO,P.H.,0,0
2011,Viana Do Castelo,VIANA DO CASTELO,PND,0,0
2011,Viana Do Castelo,VIANA DO CASTELO,PTP,0,0
2011,Viana Do Castelo,VIANA DO CASTELO,POUS,0,0
2011,Vila Real,VILA REAL,PPD/PSD,61455,51.4
2011,Vila Real,VILA REAL,PS,34825,29.1
2011,Vila Real,VILA REAL,CDS-PP,10385,8.7
2011,Vila Real,VILA REAL,PCP-PEV,3656,3.1
2011,Vila Real,VILA REAL,B.E.,2784,2.3
2011,Vila Real,VILA REAL,PCTP/MRPP,675,0.6
2011,Vila Real,VILA REAL,PAN,617,0.5
2011,Vila Real,VILA REAL,PPM,574,0.5
2011,Vila Real,VILA REAL,MPT,304,0.3
2011,Vila Real,VILA REAL,PTP,254,0.2
2011,Vila Real,VILA REAL,MEP,234,0.2
2011,Vila Real,VILA REAL,PNR,147,0.1
2011,Vila Real,VILA REAL,PDA,121,0.1
2011,Vila Real,VILA REAL,P.H.,0,0
2011,Vila Real,VILA REAL,PND,0,0
2011,Vila Real,VILA REAL,POUS,0,0
2011,Vila Real,VILA REAL,PPV,0,0
2011,Viseu,VISEU,PPD/PSD,98097,48.4
2011,Viseu,VISEU,PS,54107,26.7
2011,Viseu,VISEU,CDS-PP,25087,12.4
2011,Viseu,VISEU,PCP-PEV,5810,2.9
2011,Viseu,VISEU,B.E.,5786,2.9
2011,Viseu,VISEU,PCTP/MRPP,1456,0.7
2011,Viseu,VISEU,PAN,1229,0.6
2011,Viseu,VISEU,MPT,696,0.3
2011,Viseu,VISEU,PPM,626,0.3
2011,Viseu,VISEU,MEP,623,0.3
2011,Viseu,VISEU,PTP,465,0.2
2011,Viseu,VISEU,PDA,295,0.2
2011,Viseu,VISEU,PNR,266,0.1
2011,Viseu,VISEU,POUS,0,0
2011,Viseu,VISEU,PND,0,0
2011,Viseu,VISEU,P.H.,0,0
2011,Viseu,VISEU,PPV,0,0
2015,Aveiro,AVEIRO,PPD/PSD.CDS-PP,177321,48.1
2015,Aveiro,AVEIRO,PS,102769,27.9
2015,Aveiro,AVEIRO,B.E.,35347,9.6
2015,Aveiro,AVEIRO,PCP-PEV,16051,4.4
2015,Aveiro,AVEIRO,PDR,4799,1.3
2015,Aveiro,AVEIRO,PAN,3630,1
2015,Aveiro,AVEIRO,PCTP/MRPP,3387,0.9
2015,Aveiro,AVEIRO,PNR,1699,0.5
2015,Aveiro,AVEIRO,L/TDA,1659,0.5
2015,Aveiro,AVEIRO,MPT,1328,0.4
2015,Aveiro,AVEIRO,PPM,1298,0.4
2015,Aveiro,AVEIRO,PTP-MAS,1270,0.3
2015,Aveiro,AVEIRO,NC,1009,0.3
2015,Aveiro,AVEIRO,PPV/CDC,802,0.2
2015,Aveiro,AVEIRO,PUURP,635,0.2
2015,Aveiro,AVEIRO,JPP,448,0.1
2015,Beja,BEJA,PS,27778,37.3
2015,Beja,BEJA,PCP-PEV,18592,25
2015,Beja,BEJA,PPD/PSD.CDS-PP,14980,20.1
2015,Beja,BEJA,B.E.,6105,8.2
2015,Beja,BEJA,PCTP/MRPP,1924,2.6
2015,Beja,BEJA,PAN,598,0.8
2015,Beja,BEJA,PDR,354,0.5
2015,Beja,BEJA,PUURP,348,0.5
2015,Beja,BEJA,L/TDA,272,0.4
2015,Beja,BEJA,PNR,274,0.4
2015,Beja,BEJA,MPT,246,0.3
2015,Beja,BEJA,PPM,190,0.3
2015,Beja,BEJA,PTP-MAS,194,0.3
2015,Beja,BEJA,NC,166,0.2
2015,Beja,BEJA,JPP,87,0.1
2015,Beja,BEJA,PPV/CDC,,0
2015,Braga,BRAGA,PPD/PSD.CDS-PP,216367,45.6
2015,Braga,BRAGA,PS,146418,30.9
2015,Braga,BRAGA,B.E.,41753,8.8
2015,Braga,BRAGA,PCP-PEV,24623,5.2
2015,Braga,BRAGA,PDR,7509,1.6
2015,Braga,BRAGA,PCTP/MRPP,5442,1.2
2015,Braga,BRAGA,PAN,3673,0.8
2015,Braga,BRAGA,L/TDA,2336,0.5
2015,Braga,BRAGA,PNR,1834,0.4
2015,Braga,BRAGA,MPT,1609,0.3
2015,Braga,BRAGA,PTP-MAS,1621,0.3
2015,Braga,BRAGA,NC,974,0.2
2015,Braga,BRAGA,PPV/CDC,995,0.2
2015,Braga,BRAGA,PPM,883,0.2
2015,Braga,BRAGA,PUURP,882,0.2
2015,Braga,BRAGA,JPP,631,0.1
2015,Bragança,BRAGANÃ‡A,PPD/PSD.CDS-PP,34347,49.5
2015,Bragança,BRAGANÃ‡A,PS,23518,33.9
2015,Bragança,BRAGANÃ‡A,B.E.,3864,5.6
2015,Bragança,BRAGANÃ‡A,PCP-PEV,2134,3.1
2015,Bragança,BRAGANÃ‡A,PDR,550,0.8
2015,Bragança,BRAGANÃ‡A,PCTP/MRPP,534,0.8
2015,Bragança,BRAGANÃ‡A,PAN,383,0.6
2015,Bragança,BRAGANÃ‡A,PTP-MAS,285,0.4
2015,Bragança,BRAGANÃ‡A,L/TDA,252,0.4
2015,Bragança,BRAGANÃ‡A,PPM,232,0.3
2015,Bragança,BRAGANÃ‡A,MPT,221,0.3
2015,Bragança,BRAGANÃ‡A,PNR,190,0.3
2015,Bragança,BRAGANÃ‡A,NC,161,0.2
2015,Bragança,BRAGANÃ‡A,JPP,123,0.2
2015,Bragança,BRAGANÃ‡A,PPV/CDC,,0
2015,Bragança,BRAGANÃ‡A,PUURP,,0
2015,Castelo Branco,CASTELO BRANCO,PS,40502,38.9
2015,Castelo Branco,CASTELO BRANCO,PPD/PSD.CDS-PP,36803,35.3
2015,Castelo Branco,CASTELO BRANCO,B.E.,10450,10
2015,Castelo Branco,CASTELO BRANCO,PCP-PEV,6286,6
2015,Castelo Branco,CASTELO BRANCO,PCTP/MRPP,1080,1
2015,Castelo Branco,CASTELO BRANCO,PDR,1086,1
2015,Castelo Branco,CASTELO BRANCO,PAN,860,0.8
2015,Castelo Branco,CASTELO BRANCO,L/TDA,507,0.5
2015,Castelo Branco,CASTELO BRANCO,PNR,508,0.5
2015,Castelo Branco,CASTELO BRANCO,PPM,496,0.5
2015,Castelo Branco,CASTELO BRANCO,MPT,464,0.5
2015,Castelo Branco,CASTELO BRANCO,PTP-MAS,374,0.4
2015,Castelo Branco,CASTELO BRANCO,NC,267,0.3
2015,Castelo Branco,CASTELO BRANCO,PUURP,272,0.3
2015,Castelo Branco,CASTELO BRANCO,JPP,,0
2015,Castelo Branco,CASTELO BRANCO,PPV/CDC,,0
2015,Coimbra,COIMBRA,PPD/PSD.CDS-PP,81880,37.2
2015,Coimbra,COIMBRA,PS,77688,35.3
2015,Coimbra,COIMBRA,B.E.,21773,9.9
2015,Coimbra,COIMBRA,PCP-PEV,15476,7
2015,Coimbra,COIMBRA,PDR,3626,1.7
2015,Coimbra,COIMBRA,PAN,2165,1
2015,Coimbra,COIMBRA,PCTP/MRPP,1889,0.9
2015,Coimbra,COIMBRA,L/TDA,1292,0.6
2015,Coimbra,COIMBRA,PNR,1099,0.5
2015,Coimbra,COIMBRA,PTP-MAS,1081,0.5
2015,Coimbra,COIMBRA,MPT,851,0.4
2015,Coimbra,COIMBRA,NC,683,0.3
2015,Coimbra,COIMBRA,PPM,526,0.2
2015,Coimbra,COIMBRA,PUURP,451,0.2
2015,Coimbra,COIMBRA,JPP,272,0.1
2015,Coimbra,COIMBRA,PPV/CDC,,0
2015,Évora,Ã‰VORA,PS,31894,37.6
2015,Évora,Ã‰VORA,PPD/PSD.CDS-PP,20180,23.8
2015,Évora,Ã‰VORA,PCP-PEV,18584,21.9
2015,Évora,Ã‰VORA,B.E.,7319,8.6
2015,Évora,Ã‰VORA,PCTP/MRPP,1257,1.5
2015,Évora,Ã‰VORA,PAN,727,0.9
2015,Évora,Ã‰VORA,PDR,447,0.5
2015,Évora,Ã‰VORA,PPM,369,0.4
2015,Évora,Ã‰VORA,L/TDA,357,0.4
2015,Évora,Ã‰VORA,PNR,280,0.3
2015,Évora,Ã‰VORA,MPT,243,0.3
2015,Évora,Ã‰VORA,PTP-MAS,231,0.3
2015,Évora,Ã‰VORA,NC,219,0.3
2015,Évora,Ã‰VORA,PUURP,155,0.2
2015,Évora,Ã‰VORA,JPP,,0
2015,Évora,Ã‰VORA,PPV/CDC,,0
2015,Faro,FARO,PS,62425,32.8
2015,Faro,FARO,PPD/PSD.CDS-PP,59957,31.5
2015,Faro,FARO,B.E.,26926,14.1
2015,Faro,FARO,PCP-PEV,16541,8.7
2015,Faro,FARO,PAN,3783,2
2015,Faro,FARO,PCTP/MRPP,3011,1.6
2015,Faro,FARO,PDR,2323,1.2
2015,Faro,FARO,L/TDA,1436,0.8
2015,Faro,FARO,PNR,1343,0.7
2015,Faro,FARO,NC,1337,0.7
2015,Faro,FARO,MPT,1222,0.6
2015,Faro,FARO,PTP-MAS,1220,0.6
2015,Faro,FARO,PUURP,886,0.5
2015,Faro,FARO,PPM,755,0.4
2015,Faro,FARO,JPP,,0
2015,Faro,FARO,PPV/CDC,,0
2015,Guarda,GUARDA,PPD/PSD.CDS-PP,39018,45.6
2015,Guarda,GUARDA,PS,28867,33.7
2015,Guarda,GUARDA,B.E.,6348,7.4
2015,Guarda,GUARDA,PCP-PEV,3380,4
2015,Guarda,GUARDA,PDR,957,1.1
2015,Guarda,GUARDA,PAN,734,0.9
2015,Guarda,GUARDA,PCTP/MRPP,690,0.8
2015,Guarda,GUARDA,PNR,391,0.5
2015,Guarda,GUARDA,MPT,299,0.4
2015,Guarda,GUARDA,L/TDA,289,0.3
2015,Guarda,GUARDA,PTP-MAS,278,0.3
2015,Guarda,GUARDA,PPM,214,0.3
2015,Guarda,GUARDA,NC,182,0.2
2015,Guarda,GUARDA,PUURP,143,0.2
2015,Guarda,GUARDA,JPP,82,0.1
2015,Guarda,GUARDA,PPV/CDC,,0
2015,Leiria,LEIRIA,PPD/PSD.CDS-PP,114829,48.4
2015,Leiria,LEIRIA,PS,58878,24.8
2015,Leiria,LEIRIA,B.E.,22946,9.7
2015,Leiria,LEIRIA,PCP-PEV,12070,5.1
2015,Leiria,LEIRIA,PDR,4046,1.7
2015,Leiria,LEIRIA,PAN,2884,1.2
2015,Leiria,LEIRIA,PCTP/MRPP,2493,1.1
2015,Leiria,LEIRIA,L/TDA,1780,0.8
2015,Leiria,LEIRIA,MPT,1186,0.5
2015,Leiria,LEIRIA,PNR,1079,0.5
2015,Leiria,LEIRIA,PTP-MAS,914,0.4
2015,Leiria,LEIRIA,NC,831,0.4
2015,Leiria,LEIRIA,PPM,706,0.3
2015,Leiria,LEIRIA,PUURP,616,0.3
2015,Leiria,LEIRIA,JPP,369,0.2
2015,Leiria,LEIRIA,PPV/CDC,,0
2015,Lisboa,LISBOA,PPD/PSD.CDS-PP,399597,34.7
2015,Lisboa,LISBOA,PS,386437,33.5
2015,Lisboa,LISBOA,B.E.,125469,10.9
2015,Lisboa,LISBOA,PCP-PEV,113437,9.9
2015,Lisboa,LISBOA,PAN,22628,2
2015,Lisboa,LISBOA,L/TDA,14687,1.3
2015,Lisboa,LISBOA,PCTP/MRPP,11090,1
2015,Lisboa,LISBOA,PDR,10250,0.9
2015,Lisboa,LISBOA,PNR,7187,0.6
2015,Lisboa,LISBOA,MPT,5079,0.4
2015,Lisboa,LISBOA,PTP-MAS,5039,0.4
2015,Lisboa,LISBOA,PUURP,4001,0.4
2015,Lisboa,LISBOA,NC,3744,0.3
2015,Lisboa,LISBOA,PPM,2823,0.3
2015,Lisboa,LISBOA,JPP,1561,0.1
2015,Lisboa,LISBOA,PPV/CDC,,0
2015,Portalegre,PORTALEGRE,PS,25039,42.4
2015,Portalegre,PORTALEGRE,PPD/PSD.CDS-PP,16302,27.6
2015,Portalegre,PORTALEGRE,PCP-PEV,7186,12.2
2015,Portalegre,PORTALEGRE,B.E.,5420,9.2
2015,Portalegre,PORTALEGRE,PCTP/MRPP,1001,1.7
2015,Portalegre,PORTALEGRE,PAN,468,0.8
2015,Portalegre,PORTALEGRE,PDR,327,0.6
2015,Portalegre,PORTALEGRE,PNR,217,0.4
2015,Portalegre,PORTALEGRE,PTP-MAS,210,0.4
2015,Portalegre,PORTALEGRE,L/TDA,190,0.3
2015,Portalegre,PORTALEGRE,PPM,183,0.3
2015,Portalegre,PORTALEGRE,MPT,154,0.3
2015,Portalegre,PORTALEGRE,PUURP,147,0.3
2015,Portalegre,PORTALEGRE,NC,144,0.2
2015,Portalegre,PORTALEGRE,JPP,,0
2015,Portalegre,PORTALEGRE,PPV/CDC,,0
2015,Porto,PORTO,PPD/PSD.CDS-PP,380069,39.6
2015,Porto,PORTO,PS,314121,32.7
2015,Porto,PORTO,B.E.,106887,11.1
2015,Porto,PORTO,PCP-PEV,65597,6.8
2015,Porto,PORTO,PAN,15307,1.6
2015,Porto,PORTO,PDR,10679,1.1
2015,Porto,PORTO,PCTP/MRPP,10287,1.1
2015,Porto,PORTO,L/TDA,5012,0.5
2015,Porto,PORTO,PNR,4752,0.5
2015,Porto,PORTO,MPT,3443,0.4
2015,Porto,PORTO,PTP-MAS,2787,0.3
2015,Porto,PORTO,NC,2713,0.3
2015,Porto,PORTO,PPM,2392,0.3
2015,Porto,PORTO,PUURP,1614,0.2
2015,Porto,PORTO,JPP,1231,0.1
2015,Porto,PORTO,PPV/CDC,,0
2015,Santarém,SANTARÃ‰M,PPD/PSD.CDS-PP,81530,35.8
2015,Santarém,SANTARÃ‰M,PS,74852,32.9
2015,Santarém,SANTARÃ‰M,B.E.,24481,10.8
2015,Santarém,SANTARÃ‰M,PCP-PEV,21960,9.7
2015,Santarém,SANTARÃ‰M,PCTP/MRPP,3058,1.3
2015,Santarém,SANTARÃ‰M,PAN,2722,1.2
2015,Santarém,SANTARÃ‰M,PDR,2373,1
2015,Santarém,SANTARÃ‰M,L/TDA,1237,0.5
2015,Santarém,SANTARÃ‰M,PNR,1206,0.5
2015,Santarém,SANTARÃ‰M,MPT,1036,0.5
2015,Santarém,SANTARÃ‰M,NC,932,0.4
2015,Santarém,SANTARÃ‰M,PTP-MAS,930,0.4
2015,Santarém,SANTARÃ‰M,PPM,821,0.4
2015,Santarém,SANTARÃ‰M,PUURP,827,0.4
2015,Santarém,SANTARÃ‰M,PPV/CDC,492,0.2
2015,Santarém,SANTARÃ‰M,JPP,,0
2015,Setúbal,SETÃšBAL,PS,145607,34.4
2015,Setúbal,SETÃšBAL,PPD/PSD.CDS-PP,95670,22.6
2015,Setúbal,SETÃšBAL,PCP-PEV,79511,18.8
2015,Setúbal,SETÃšBAL,B.E.,55372,13.1
2015,Setúbal,SETÃšBAL,PAN,8170,1.9
2015,Setúbal,SETÃšBAL,PCTP/MRPP,6729,1.6
2015,Setúbal,SETÃšBAL,L/TDA,4263,1
2015,Setúbal,SETÃšBAL,PDR,4142,1
2015,Setúbal,SETÃšBAL,PNR,2681,0.6
2015,Setúbal,SETÃšBAL,PTP-MAS,1801,0.4
2015,Setúbal,SETÃšBAL,MPT,1592,0.4
2015,Setúbal,SETÃšBAL,PUURP,1610,0.4
2015,Setúbal,SETÃšBAL,NC,1574,0.4
2015,Setúbal,SETÃšBAL,PPM,1024,0.2
2015,Setúbal,SETÃšBAL,JPP,559,0.1
2015,Setúbal,SETÃšBAL,PPV/CDC,,0
2015,Viana Do Castelo,VIANA DO CASTELO,PPD/PSD.CDS-PP,58515,45.5
2015,Viana Do Castelo,VIANA DO CASTELO,PS,38311,29.8
2015,Viana Do Castelo,VIANA DO CASTELO,B.E.,10237,8
2015,Viana Do Castelo,VIANA DO CASTELO,PCP-PEV,6722,5.2
2015,Viana Do Castelo,VIANA DO CASTELO,PDR,2399,1.9
2015,Viana Do Castelo,VIANA DO CASTELO,PCTP/MRPP,1117,0.9
2015,Viana Do Castelo,VIANA DO CASTELO,PAN,1086,0.9
2015,Viana Do Castelo,VIANA DO CASTELO,NC,1037,0.8
2015,Viana Do Castelo,VIANA DO CASTELO,PTP-MAS,960,0.8
2015,Viana Do Castelo,VIANA DO CASTELO,PNR,563,0.4
2015,Viana Do Castelo,VIANA DO CASTELO,PPM,535,0.4
2015,Viana Do Castelo,VIANA DO CASTELO,L/TDA,453,0.4
2015,Viana Do Castelo,VIANA DO CASTELO,MPT,447,0.4
2015,Viana Do Castelo,VIANA DO CASTELO,PPV/CDC,396,0.3
2015,Viana Do Castelo,VIANA DO CASTELO,PUURP,209,0.2
2015,Viana Do Castelo,VIANA DO CASTELO,JPP,161,0.1
2015,Vila Real,VILA REAL,PPD/PSD.CDS-PP,56262,51
2015,Vila Real,VILA REAL,PS,36462,33.1
2015,Vila Real,VILA REAL,B.E.,5697,5.2
2015,Vila Real,VILA REAL,PCP-PEV,3262,3
2015,Vila Real,VILA REAL,PCTP/MRPP,1010,0.9
2015,Vila Real,VILA REAL,PDR,804,0.7
2015,Vila Real,VILA REAL,PAN,664,0.6
2015,Vila Real,VILA REAL,PTP-MAS,518,0.5
2015,Vila Real,VILA REAL,L/TDA,383,0.4
2015,Vila Real,VILA REAL,PPM,318,0.3
2015,Vila Real,VILA REAL,MPT,301,0.3
2015,Vila Real,VILA REAL,NC,279,0.3
2015,Vila Real,VILA REAL,PNR,280,0.3
2015,Vila Real,VILA REAL,PUURP,153,0.1
2015,Vila Real,VILA REAL,JPP,,0
2015,Vila Real,VILA REAL,PPV/CDC,,0
2015,Viseu,VISEU,PPD/PSD.CDS-PP,97381,51.1
2015,Viseu,VISEU,PS,56553,29.7
2015,Viseu,VISEU,B.E.,12822,6.7
2015,Viseu,VISEU,PCP-PEV,6672,3.5
2015,Viseu,VISEU,PDR,1953,1
2015,Viseu,VISEU,PCTP/MRPP,1744,0.9
2015,Viseu,VISEU,PAN,1297,0.7
2015,Viseu,VISEU,L/TDA,1003,0.5
2015,Viseu,VISEU,PTP-MAS,722,0.4
2015,Viseu,VISEU,MPT,679,0.4
2015,Viseu,VISEU,PNR,608,0.3
2015,Viseu,VISEU,NC,535,0.3
2015,Viseu,VISEU,PPM,533,0.3
2015,Viseu,VISEU,PUURP,387,0.2
2015,Viseu,VISEU,JPP,,0
2015,Viseu,VISEU,PPV/CDC,,0
2015,Portugal,PORTUGAL,PPD/PSD.CDS-PP,1993504,36.9
2015,Portugal,PORTUGAL,PS,1747730,32.3
2015,Portugal,PORTUGAL,B.E.,550945,10.2
2015,Portugal,PORTUGAL,PCP-PEV,445901,8.3
2015,Portugal,PORTUGAL,PPD/PSD,80841,1.5
2015,Portugal,PORTUGAL,PAN,75170,1.4
2015,Portugal,PORTUGAL,PDR,61920,1.1
2015,Portugal,PORTUGAL,PCTP/MRPP,60045,1.1
2015,Portugal,PORTUGAL,L/TDA,39330,0.7
2015,Portugal,PORTUGAL,PNR,27286,0.5
2015,Portugal,PORTUGAL,MPT,22627,0.4
2015,Portugal,PORTUGAL,NC,21382,0.4
2015,Portugal,PORTUGAL,PTP-MAS,20793,0.4
2015,Portugal,PORTUGAL,PPM,14916,0.3
2015,Portugal,PORTUGAL,JPP,14275,0.3
2015,Portugal,PORTUGAL,PUURP,13899,0.3
2015,Portugal,PORTUGAL,CDS-PP,7496,0.1
2015,Portugal,PORTUGAL,CDS-PP.PPM,3624,0.1
2015,Portugal,PORTUGAL,PPV/CDC,2685,0.1
2015,Portugal,PORTUGAL,PTP,1744,0
